Date,Product_Category,Units_Sold,Unit_Price,Discount_Applied,Final_Price,Revenue,Marketing_Spend,Is_Weekend,Is_Holiday_Season,Macro_Economic_Index
2023-09-14,Eau de Toilette,62,85,0.1,76.5,4743.0,0.0,0,0,90.49
2023-09-14,Home Fragrance,45,45,0.0,45.0,2025.0,500.0,0,0,90.49
2023-09-14,Skincare Bundle,59,150,0.3,105.0,6195.0,1000.0,0,0,90.49
2023-09-15,Eau de Parfum,42,120,0.0,120.0,5040.0,0.0,0,0,90.52
2023-09-15,Eau de Toilette,56,85,0.0,85.0,4760.0,0.0,0,0,90.52
2023-09-15,Home Fragrance,25,45,0.0,45.0,1125.0,500.0,0,0,90.52
2023-09-15,Skincare Bundle,61,150,0.0,150.0,9150.0,0.0,0,0,90.52
2023-09-16,Eau de Parfum,51,120,0.2,96.0,4896.0,0.0,1,0,90.56
2023-09-16,Eau de Toilette,90,85,0.2,68.0,6120.0,0.0,1,0,90.56
2023-09-16,Home Fragrance,66,45,0.0,45.0,2970.0,0.0,1,0,90.56
2023-09-16,Skincare Bundle,39,150,0.0,150.0,5850.0,1000.0,1,0,90.56
2023-09-17,Eau de Parfum,37,120,0.1,108.0,3996.0,500.0,1,0,90.59
2023-09-17,Eau de Toilette,43,85,0.0,85.0,3655.0,0.0,1,0,90.59
2023-09-17,Home Fragrance,58,45,0.0,45.0,2610.0,0.0,1,0,90.59
2023-09-17,Skincare Bundle,69,150,0.0,150.0,10350.0,2500.0,1,0,90.59
2023-09-18,Eau de Parfum,38,120,0.0,120.0,4560.0,1000.0,0,0,90.62
2023-09-18,Eau de Toilette,32,85,0.1,76.5,2448.0,0.0,0,0,90.62
2023-09-18,Home Fragrance,50,45,0.0,45.0,2250.0,500.0,0,0,90.62
2023-09-18,Skincare Bundle,59,150,0.0,150.0,8850.0,0.0,0,0,90.62
2023-09-19,Eau de Parfum,40,120,0.3,84.0,3360.0,0.0,0,0,90.66
2023-09-19,Eau de Toilette,65,85,0.2,68.0,4420.0,0.0,0,0,90.66
2023-09-19,Home Fragrance,43,45,0.0,45.0,1935.0,0.0,0,0,90.66
2023-09-19,Skincare Bundle,55,150,0.0,150.0,8250.0,0.0,0,0,90.66
2023-09-20,Eau de Parfum,42,120,0.0,120.0,5040.0,0.0,0,0,90.69
2023-09-20,Eau de Toilette,59,85,0.1,76.5,4513.5,0.0,0,0,90.69
2023-09-20,Home Fragrance,53,45,0.0,45.0,2385.0,1000.0,0,0,90.69
2023-09-20,Skincare Bundle,21,150,0.0,150.0,3150.0,500.0,0,0,90.69
2023-09-21,Eau de Parfum,59,120,0.0,120.0,7080.0,0.0,0,0,90.73
2023-09-21,Eau de Toilette,31,85,0.0,85.0,2635.0,0.0,0,0,90.73
2023-09-21,Home Fragrance,74,45,0.0,45.0,3330.0,1000.0,0,0,90.73
2023-09-21,Skincare Bundle,25,150,0.0,150.0,3750.0,0.0,0,0,90.73
2023-09-22,Eau de Parfum,29,120,0.0,120.0,3480.0,500.0,0,0,90.77
2023-09-22,Eau de Toilette,66,85,0.0,85.0,5610.0,1000.0,0,0,90.77
2023-09-22,Home Fragrance,33,45,0.1,40.5,1336.5,0.0,0,0,90.77
2023-09-22,Skincare Bundle,82,150,0.1,135.0,11070.0,500.0,0,0,90.77
2023-09-23,Eau de Parfum,157,120,0.2,96.0,15072.0,2500.0,1,0,90.81
2023-09-23,Eau de Toilette,47,85,0.0,85.0,3995.0,0.0,1,0,90.81
2023-09-23,Home Fragrance,94,45,0.0,45.0,4230.0,0.0,1,0,90.81
2023-09-23,Skincare Bundle,85,150,0.0,150.0,12750.0,1000.0,1,0,90.81
2023-09-24,Eau de Parfum,59,120,0.0,120.0,7080.0,0.0,1,0,90.85
2023-09-24,Eau de Toilette,82,85,0.0,85.0,6970.0,1000.0,1,0,90.85
2023-09-24,Home Fragrance,124,45,0.0,45.0,5580.0,1000.0,1,0,90.85
2023-09-24,Skincare Bundle,53,150,0.0,150.0,7950.0,0.0,1,0,90.85
2023-09-25,Eau de Parfum,52,120,0.0,120.0,6240.0,0.0,0,0,90.89
2023-09-25,Eau de Toilette,86,85,0.0,85.0,7310.0,1000.0,0,0,90.89
2023-09-25,Home Fragrance,66,45,0.0,45.0,2970.0,500.0,0,0,90.89
2023-09-25,Skincare Bundle,50,150,0.0,150.0,7500.0,0.0,0,0,90.89
2023-09-26,Eau de Parfum,90,120,0.0,120.0,10800.0,500.0,0,0,90.93
2023-09-26,Eau de Toilette,73,85,0.1,76.5,5584.5,500.0,0,0,90.93
2023-09-26,Home Fragrance,34,45,0.0,45.0,1530.0,0.0,0,0,90.93
2023-09-26,Skincare Bundle,52,150,0.0,150.0,7800.0,500.0,0,0,90.93
2023-09-27,Eau de Parfum,43,120,0.0,120.0,5160.0,0.0,0,0,90.97
2023-09-27,Eau de Toilette,42,85,0.1,76.5,3213.0,0.0,0,0,90.97
2023-09-27,Home Fragrance,44,45,0.0,45.0,1980.0,0.0,0,0,90.97
2023-09-27,Skincare Bundle,85,150,0.0,150.0,12750.0,500.0,0,0,90.97
2023-09-28,Eau de Parfum,49,120,0.0,120.0,5880.0,0.0,0,0,91.02
2023-09-28,Eau de Toilette,43,85,0.3,59.5,2558.5,0.0,0,0,91.02
2023-09-28,Home Fragrance,46,45,0.0,45.0,2070.0,0.0,0,0,91.02
2023-09-28,Skincare Bundle,33,150,0.0,150.0,4950.0,1000.0,0,0,91.02
2023-09-29,Eau de Parfum,26,120,0.0,120.0,3120.0,0.0,0,0,91.06
2023-09-29,Eau de Toilette,60,85,0.3,59.5,3570.0,500.0,0,0,91.06
2023-09-29,Home Fragrance,71,45,0.0,45.0,3195.0,2500.0,0,0,91.06
2023-09-29,Skincare Bundle,77,150,0.0,150.0,11550.0,500.0,0,0,91.06
2023-09-30,Eau de Parfum,61,120,0.0,120.0,7320.0,0.0,1,0,91.11
2023-09-30,Eau de Toilette,34,85,0.0,85.0,2890.0,500.0,1,0,91.11
2023-09-30,Home Fragrance,112,45,0.0,45.0,5040.0,1000.0,1,0,91.11
2023-09-30,Skincare Bundle,74,150,0.0,150.0,11100.0,500.0,1,0,91.11
2023-10-01,Eau de Parfum,94,120,0.0,120.0,11280.0,0.0,1,0,91.15
2023-10-01,Eau de Toilette,25,85,0.3,59.5,1487.5,0.0,1,0,91.15
2023-10-01,Home Fragrance,132,45,0.1,40.5,5346.0,0.0,1,0,91.15
2023-10-01,Skincare Bundle,57,150,0.0,150.0,8550.0,0.0,1,0,91.15
2023-10-02,Eau de Parfum,61,120,0.2,96.0,5856.0,0.0,0,0,91.2
2023-10-02,Eau de Toilette,82,85,0.0,85.0,6970.0,1000.0,0,0,91.2
2023-10-02,Home Fragrance,70,45,0.0,45.0,3150.0,0.0,0,0,91.2
2023-10-02,Skincare Bundle,82,150,0.0,150.0,12300.0,0.0,0,0,91.2
2023-10-03,Eau de Parfum,50,120,0.0,120.0,6000.0,0.0,0,0,91.25
2023-10-03,Eau de Toilette,28,85,0.3,59.5,1666.0,0.0,0,0,91.25
2023-10-03,Home Fragrance,35,45,0.1,40.5,1417.5,1000.0,0,0,91.25
2023-10-03,Skincare Bundle,54,150,0.0,150.0,8100.0,500.0,0,0,91.25
2023-10-04,Eau de Parfum,43,120,0.0,120.0,5160.0,0.0,0,0,91.3
2023-10-04,Eau de Toilette,60,85,0.0,85.0,5100.0,,0,0,91.3
2023-10-04,Home Fragrance,106,45,0.0,45.0,4770.0,1000.0,0,0,91.3
2023-10-04,Skincare Bundle,64,150,0.2,120.0,7680.0,0.0,0,0,91.3
2023-10-05,Eau de Parfum,51,120,0.0,120.0,6120.0,0.0,0,0,91.35
2023-10-05,Eau de Toilette,52,85,0.0,85.0,4420.0,0.0,0,0,91.35
2023-10-05,Home Fragrance,59,45,0.0,45.0,2655.0,0.0,0,0,91.35
2023-10-05,Skincare Bundle,76,150,0.0,150.0,11400.0,1000.0,0,0,91.35
2023-10-06,Eau de Parfum,73,120,0.1,108.0,7884.0,500.0,0,0,91.4
2023-10-06,Eau de Toilette,56,85,0.2,68.0,3808.0,500.0,0,0,91.4
2023-10-06,Home Fragrance,83,45,0.0,45.0,3735.0,1000.0,0,0,91.4
2023-10-06,Skincare Bundle,30,150,0.0,150.0,4500.0,0.0,0,0,91.4
2023-10-07,Eau de Parfum,53,120,0.0,120.0,6360.0,0.0,1,0,91.45
2023-10-07,Eau de Toilette,52,85,0.0,85.0,4420.0,500.0,1,0,91.45
2023-10-07,Home Fragrance,76,45,0.2,36.0,2736.0,0.0,1,0,91.45
2023-10-07,Skincare Bundle,70,150,0.0,150.0,10500.0,500.0,1,0,91.45
2023-10-08,Eau de Parfum,58,120,0.0,120.0,6960.0,0.0,1,0,91.5
2023-10-08,Eau de Toilette,49,85,0.3,59.5,2915.5,0.0,1,0,91.5
2023-10-08,Home Fragrance,170,45,0.1,40.5,6885.0,500.0,1,0,91.5
2023-10-08,Skincare Bundle,100,150,0.3,105.0,10500.0,0.0,1,0,91.5
2023-10-09,Eau de Parfum,27,120,0.0,120.0,3240.0,0.0,0,0,91.55
2023-10-09,Eau de Toilette,59,85,0.0,85.0,5015.0,1000.0,0,0,91.55
2023-10-09,Home Fragrance,70,45,0.1,40.5,2835.0,0.0,0,0,91.55
2023-10-09,Skincare Bundle,55,150,0.0,150.0,8250.0,0.0,0,0,91.55
2023-10-10,Eau de Parfum,74,120,0.0,120.0,8880.0,2500.0,0,0,91.61
2023-10-10,Eau de Toilette,73,85,0.0,85.0,6205.0,2500.0,0,0,91.61
2023-10-10,Home Fragrance,145,45,0.1,40.5,5872.5,500.0,0,0,91.61
2023-10-10,Skincare Bundle,49,150,0.0,150.0,7350.0,0.0,0,0,91.61
2023-10-11,Eau de Parfum,42,120,0.0,120.0,5040.0,0.0,0,0,91.66
2023-10-11,Eau de Toilette,51,85,0.0,85.0,4335.0,0.0,0,0,91.66
2023-10-11,Home Fragrance,118,45,0.0,45.0,5310.0,2500.0,0,0,91.66
2023-10-11,Skincare Bundle,45,150,0.2,120.0,5400.0,500.0,0,0,91.66
2023-10-12,Eau de Parfum,68,120,0.0,120.0,8160.0,1000.0,0,0,91.72
2023-10-12,Eau de Toilette,66,85,0.0,85.0,5610.0,1000.0,0,0,91.72
2023-10-12,Home Fragrance,98,45,0.1,40.5,3969.0,0.0,0,0,91.72
2023-10-12,Skincare Bundle,53,150,0.0,150.0,7950.0,1000.0,0,0,91.72
2023-10-13,Eau de Parfum,72,120,0.1,108.0,7776.0,0.0,0,0,91.77
2023-10-13,Eau de Toilette,57,85,0.1,76.5,4360.5,,0,0,91.77
2023-10-13,Home Fragrance,100,45,0.0,45.0,4500.0,500.0,0,0,91.77
2023-10-13,Skincare Bundle,60,150,0.0,150.0,9000.0,0.0,0,0,91.77
2023-10-14,Eau de Parfum,110,120,0.1,108.0,11880.0,2500.0,1,0,91.83
2023-10-14,Eau de Toilette,62,85,0.1,76.5,4743.0,0.0,1,0,91.83
2023-10-14,Home Fragrance,166,45,0.3,31.5,5229.0,0.0,1,0,91.83
2023-10-14,Skincare Bundle,27,150,0.0,150.0,4050.0,0.0,1,0,91.83
2023-10-15,Eau de Parfum,63,120,0.0,120.0,7560.0,0.0,1,0,91.89
2023-10-15,Eau de Toilette,106,85,0.0,85.0,9010.0,500.0,1,0,91.89
2023-10-15,Home Fragrance,125,45,0.0,45.0,5625.0,0.0,1,0,91.89
2023-10-15,Skincare Bundle,42,150,0.0,150.0,6300.0,0.0,1,0,91.89
2023-10-16,Eau de Parfum,82,120,0.1,108.0,8856.0,500.0,0,0,91.95
2023-10-16,Eau de Toilette,63,85,0.1,76.5,4819.5,0.0,0,0,91.95
2023-10-16,Home Fragrance,69,45,0.0,45.0,3105.0,0.0,0,0,91.95
2023-10-16,Skincare Bundle,53,150,0.1,135.0,7155.0,0.0,0,0,91.95
2023-10-17,Eau de Parfum,51,120,0.0,120.0,6120.0,0.0,0,0,92.01
2023-10-17,Eau de Toilette,42,85,0.1,76.5,3213.0,0.0,0,0,92.01
2023-10-17,Home Fragrance,63,45,0.0,45.0,2835.0,1000.0,0,0,92.01
2023-10-17,Skincare Bundle,29,150,0.2,120.0,3480.0,0.0,0,0,92.01
2023-10-18,Eau de Parfum,48,120,0.0,120.0,5760.0,500.0,0,0,92.07
2023-10-18,Eau de Toilette,64,85,0.0,85.0,5440.0,0.0,0,0,92.07
2023-10-18,Home Fragrance,74,45,0.0,45.0,3330.0,0.0,0,0,92.07
2023-10-18,Skincare Bundle,57,150,0.0,150.0,8550.0,0.0,0,0,92.07
2023-10-19,Eau de Parfum,55,120,0.1,108.0,5940.0,1000.0,0,0,92.13
2023-10-19,Eau de Toilette,56,85,0.0,85.0,4760.0,1000.0,0,0,92.13
2023-10-19,Home Fragrance,65,45,0.0,45.0,2925.0,1000.0,0,0,92.13
2023-10-19,Skincare Bundle,59,150,0.0,150.0,8850.0,0.0,0,0,92.13
2023-10-20,Eau de Parfum,15,120,0.2,96.0,1440.0,0.0,0,0,92.19
2023-10-20,Eau de Toilette,11,85,0.1,76.5,841.5,500.0,0,0,92.19
2023-10-20,Home Fragrance,68,45,0.0,45.0,3060.0,1000.0,0,0,92.19
2023-10-20,Skincare Bundle,47,150,0.0,150.0,7050.0,1000.0,0,0,92.19
2023-10-21,Eau de Parfum,34,120,0.0,120.0,4080.0,0.0,1,0,92.26
2023-10-21,Eau de Toilette,105,85,0.1,76.5,8032.5,1000.0,1,0,92.26
2023-10-21,Home Fragrance,151,45,0.0,45.0,6795.0,0.0,1,0,92.26
2023-10-21,Skincare Bundle,42,150,0.1,135.0,5670.0,1000.0,1,0,92.26
2023-10-22,Eau de Parfum,48,120,0.0,120.0,5760.0,0.0,1,0,92.32
2023-10-22,Eau de Toilette,72,85,0.1,76.5,5508.0,0.0,1,0,92.32
2023-10-22,Home Fragrance,74,45,0.0,45.0,3330.0,1000.0,1,0,92.32
2023-10-22,Skincare Bundle,74,150,0.2,120.0,8880.0,0.0,1,0,92.32
2023-10-23,Eau de Parfum,65,120,0.2,96.0,6240.0,0.0,0,0,92.38
2023-10-23,Eau de Toilette,70,85,0.3,59.5,4165.0,500.0,0,0,92.38
2023-10-23,Home Fragrance,112,45,0.0,45.0,5040.0,1000.0,0,0,92.38
2023-10-23,Skincare Bundle,42,150,0.0,150.0,6300.0,0.0,0,0,92.38
2023-10-24,Eau de Parfum,53,120,0.0,120.0,6360.0,0.0,0,0,92.45
2023-10-24,Eau de Toilette,54,85,0.0,85.0,4590.0,0.0,0,0,92.45
2023-10-24,Home Fragrance,79,45,0.0,45.0,3555.0,,0,0,92.45
2023-10-24,Skincare Bundle,55,150,0.0,150.0,8250.0,500.0,0,0,92.45
2023-10-25,Eau de Parfum,45,120,0.0,120.0,5400.0,500.0,0,0,92.51
2023-10-25,Eau de Toilette,65,85,0.0,85.0,5525.0,2500.0,0,0,92.51
2023-10-25,Home Fragrance,110,45,0.0,45.0,4950.0,500.0,0,0,92.51
2023-10-25,Skincare Bundle,48,150,0.2,120.0,5760.0,0.0,0,0,92.51
2023-10-26,Eau de Parfum,54,120,0.0,120.0,6480.0,0.0,0,0,92.58
2023-10-26,Eau de Toilette,62,85,0.0,85.0,5270.0,,0,0,92.58
2023-10-26,Home Fragrance,73,45,0.0,45.0,3285.0,500.0,0,0,92.58
2023-10-26,Skincare Bundle,33,150,0.1,135.0,4455.0,0.0,0,0,92.58
2023-10-27,Eau de Parfum,62,120,0.0,120.0,7440.0,,0,0,92.65
2023-10-27,Eau de Toilette,49,85,0.0,85.0,4165.0,0.0,0,0,92.65
2023-10-27,Home Fragrance,82,45,0.1,40.5,3321.0,500.0,0,0,92.65
2023-10-27,Skincare Bundle,52,150,0.0,150.0,7800.0,0.0,0,0,92.65
2023-10-28,Eau de Parfum,68,120,0.0,120.0,8160.0,1000.0,1,0,92.72
2023-10-28,Eau de Toilette,58,85,0.0,85.0,4930.0,0.0,1,0,92.72
2023-10-28,Home Fragrance,91,45,0.0,45.0,4095.0,500.0,1,0,92.72
2023-10-28,Skincare Bundle,72,150,0.0,150.0,10800.0,,1,0,92.72
2023-10-29,Eau de Parfum,63,120,0.0,120.0,7560.0,0.0,1,0,92.79
2023-10-29,Eau de Toilette,84,85,0.1,76.5,6426.0,0.0,1,0,92.79
2023-10-29,Home Fragrance,100,45,0.3,31.5,3150.0,0.0,1,0,92.79
2023-10-29,Skincare Bundle,50,150,0.0,150.0,7500.0,1000.0,1,0,92.79
2023-10-30,Eau de Parfum,67,120,0.1,108.0,7236.0,0.0,0,0,92.85
2023-10-30,Eau de Toilette,19,85,0.0,85.0,1615.0,0.0,0,0,92.85
2023-10-30,Home Fragrance,149,45,0.0,45.0,6705.0,0.0,0,0,92.85
2023-10-30,Skincare Bundle,67,150,0.0,150.0,10050.0,0.0,0,0,92.85
2023-10-31,Eau de Parfum,52,120,0.0,120.0,6240.0,1000.0,0,0,92.93
2023-10-31,Eau de Toilette,47,85,0.0,85.0,3995.0,500.0,0,0,92.93
2023-10-31,Home Fragrance,54,45,0.0,45.0,2430.0,0.0,0,0,92.93
2023-10-31,Skincare Bundle,55,150,0.0,150.0,8250.0,1000.0,0,0,92.93
2023-11-01,Eau de Parfum,70,120,0.0,120.0,8400.0,500.0,0,0,93.0
2023-11-01,Eau de Toilette,76,85,0.0,85.0,6460.0,500.0,0,0,93.0
2023-11-01,Home Fragrance,69,45,0.0,45.0,3105.0,0.0,0,0,93.0
2023-11-01,Skincare Bundle,105,150,0.0,150.0,15750.0,0.0,0,0,93.0
2023-11-02,Eau de Parfum,122,120,0.0,120.0,14640.0,0.0,0,0,93.07
2023-11-02,Eau de Toilette,92,85,0.0,85.0,7820.0,,0,0,93.07
2023-11-02,Home Fragrance,143,45,0.1,40.5,5791.5,2500.0,0,0,93.07
2023-11-02,Skincare Bundle,99,150,0.0,150.0,14850.0,1000.0,0,0,93.07
2023-11-03,Eau de Parfum,73,120,0.0,120.0,8760.0,0.0,0,0,93.14
2023-11-03,Eau de Toilette,57,85,0.0,85.0,4845.0,0.0,0,0,93.14
2023-11-03,Home Fragrance,69,45,0.2,36.0,2484.0,0.0,0,0,93.14
2023-11-03,Skincare Bundle,62,150,0.1,135.0,8370.0,0.0,0,0,93.14
2023-11-04,Eau de Parfum,119,120,0.0,120.0,14280.0,0.0,1,0,93.21
2023-11-04,Eau de Toilette,85,85,0.1,76.5,6502.5,0.0,1,0,93.21
2023-11-04,Home Fragrance,99,45,0.0,45.0,4455.0,0.0,1,0,93.21
2023-11-04,Skincare Bundle,102,150,0.0,150.0,15300.0,500.0,1,0,93.21
2023-11-05,Eau de Parfum,115,120,0.0,120.0,13800.0,0.0,1,0,93.29
2023-11-05,Eau de Toilette,87,85,0.0,85.0,7395.0,0.0,1,0,93.29
2023-11-05,Home Fragrance,97,45,0.0,45.0,4365.0,0.0,1,0,93.29
2023-11-05,Skincare Bundle,53,150,0.0,150.0,7950.0,500.0,1,0,93.29
2023-11-06,Eau de Parfum,88,120,0.0,120.0,10560.0,0.0,0,0,93.36
2023-11-06,Eau de Toilette,49,85,0.1,76.5,3748.5,500.0,0,0,93.36
2023-11-06,Home Fragrance,70,45,0.0,45.0,3150.0,0.0,0,0,93.36
2023-11-06,Skincare Bundle,58,150,0.0,150.0,8700.0,0.0,0,0,93.36
2023-11-07,Eau de Parfum,64,120,0.0,120.0,7680.0,0.0,0,0,93.44
2023-11-07,Eau de Toilette,27,85,0.0,85.0,2295.0,0.0,0,0,93.44
2023-11-07,Home Fragrance,93,45,0.0,45.0,4185.0,2500.0,0,0,93.44
2023-11-07,Skincare Bundle,103,150,0.1,135.0,13905.0,2500.0,0,0,93.44
2023-11-08,Eau de Parfum,133,120,0.0,120.0,15960.0,2500.0,0,0,93.51
2023-11-08,Eau de Toilette,53,85,0.0,85.0,4505.0,0.0,0,0,93.51
2023-11-08,Home Fragrance,74,45,0.0,45.0,3330.0,0.0,0,0,93.51
2023-11-08,Skincare Bundle,66,150,0.0,150.0,9900.0,0.0,0,0,93.51
2023-11-09,Eau de Parfum,37,120,0.0,120.0,4440.0,0.0,0,0,93.59
2023-11-09,Eau de Toilette,61,85,0.1,76.5,4666.5,0.0,0,0,93.59
2023-11-09,Home Fragrance,45,45,0.2,36.0,1620.0,0.0,0,0,93.59
2023-11-09,Skincare Bundle,113,150,0.0,150.0,16950.0,1000.0,0,0,93.59
2023-11-10,Eau de Parfum,49,120,0.0,120.0,5880.0,2500.0,0,0,93.67
2023-11-10,Eau de Toilette,45,85,0.1,76.5,3442.5,0.0,0,0,93.67
2023-11-10,Home Fragrance,70,45,0.0,45.0,3150.0,0.0,0,0,93.67
2023-11-10,Skincare Bundle,95,150,0.2,120.0,11400.0,0.0,0,0,93.67
2023-11-11,Eau de Parfum,175,120,0.0,120.0,21000.0,2500.0,1,0,93.74
2023-11-11,Eau de Toilette,52,85,0.3,59.5,3094.0,0.0,1,0,93.74
2023-11-11,Home Fragrance,98,45,0.0,45.0,4410.0,0.0,1,0,93.74
2023-11-11,Skincare Bundle,74,150,0.0,150.0,11100.0,0.0,1,0,93.74
2023-11-12,Eau de Parfum,128,120,0.0,120.0,15360.0,500.0,1,0,93.82
2023-11-12,Eau de Toilette,63,85,0.1,76.5,4819.5,0.0,1,0,93.82
2023-11-12,Home Fragrance,139,45,0.0,45.0,6255.0,500.0,1,0,93.82
2023-11-12,Skincare Bundle,96,150,0.0,150.0,14400.0,0.0,1,0,93.82
2023-11-13,Eau de Parfum,96,120,0.2,96.0,9216.0,0.0,0,0,93.9
2023-11-13,Eau de Toilette,31,85,0.0,85.0,2635.0,0.0,0,0,93.9
2023-11-13,Home Fragrance,103,45,0.0,45.0,4635.0,0.0,0,0,93.9
2023-11-13,Skincare Bundle,115,150,0.2,120.0,13800.0,500.0,0,0,93.9
2023-11-14,Eau de Parfum,116,120,0.0,120.0,13920.0,0.0,0,0,93.98
2023-11-14,Eau de Toilette,62,85,0.0,85.0,5270.0,0.0,0,0,93.98
2023-11-14,Home Fragrance,47,45,0.2,36.0,1692.0,0.0,0,0,93.98
2023-11-14,Skincare Bundle,96,150,0.0,150.0,14400.0,0.0,0,0,93.98
2023-11-15,Eau de Parfum,63,120,0.0,120.0,7560.0,0.0,0,0,94.06
2023-11-15,Eau de Toilette,54,85,0.0,85.0,4590.0,0.0,0,0,94.06
2023-11-15,Home Fragrance,24,45,0.0,45.0,1080.0,0.0,0,0,94.06
2023-11-15,Skincare Bundle,54,150,0.1,135.0,7290.0,500.0,0,0,94.06
2023-11-16,Eau de Parfum,99,120,0.1,108.0,10692.0,500.0,0,0,94.14
2023-11-16,Eau de Toilette,41,85,0.0,85.0,3485.0,0.0,0,0,94.14
2023-11-16,Home Fragrance,119,45,0.2,36.0,4284.0,,0,0,94.14
2023-11-16,Skincare Bundle,90,150,0.0,150.0,13500.0,0.0,0,0,94.14
2023-11-17,Eau de Parfum,90,120,0.2,96.0,8640.0,0.0,0,0,94.22
2023-11-17,Eau de Toilette,65,85,0.0,85.0,5525.0,500.0,0,0,94.22
2023-11-17,Home Fragrance,68,45,0.2,36.0,2448.0,0.0,0,0,94.22
2023-11-17,Skincare Bundle,86,150,0.0,150.0,12900.0,0.0,0,0,94.22
2023-11-18,Eau de Parfum,48,120,0.0,120.0,5760.0,0.0,1,0,94.3
2023-11-18,Eau de Toilette,68,85,0.0,85.0,5780.0,0.0,1,0,94.3
2023-11-18,Home Fragrance,131,45,0.0,45.0,5895.0,1000.0,1,0,94.3
2023-11-18,Skincare Bundle,114,150,0.0,150.0,17100.0,0.0,1,0,94.3
2023-11-19,Eau de Parfum,80,120,0.0,120.0,9600.0,0.0,1,0,94.39
2023-11-19,Eau de Toilette,60,85,0.0,85.0,5100.0,0.0,1,0,94.39
2023-11-19,Home Fragrance,79,45,0.0,45.0,3555.0,1000.0,1,0,94.39
2023-11-19,Skincare Bundle,75,150,0.0,150.0,11250.0,500.0,1,0,94.39
2023-11-20,Eau de Parfum,82,120,0.0,120.0,9840.0,0.0,0,0,94.47
2023-11-20,Eau de Toilette,50,85,0.1,76.5,3825.0,0.0,0,0,94.47
2023-11-20,Home Fragrance,75,45,0.1,40.5,3037.5,500.0,0,0,94.47
2023-11-20,Skincare Bundle,84,150,0.1,135.0,11340.0,0.0,0,0,94.47
2023-11-21,Eau de Parfum,81,120,0.2,96.0,7776.0,0.0,0,1,94.55
2023-11-21,Eau de Toilette,96,85,0.2,68.0,6528.0,500.0,0,1,94.55
2023-11-21,Home Fragrance,140,45,0.2,36.0,5040.0,0.0,0,1,94.55
2023-11-21,Skincare Bundle,166,150,0.2,120.0,19920.0,500.0,0,1,94.55
2023-11-22,Eau de Parfum,273,120,0.2,96.0,26208.0,500.0,0,1,94.64
2023-11-22,Eau de Toilette,126,85,0.2,68.0,8568.0,1000.0,0,1,94.64
2023-11-22,Home Fragrance,184,45,0.2,36.0,6624.0,0.0,0,1,94.64
2023-11-22,Skincare Bundle,222,150,0.2,120.0,26640.0,1000.0,0,1,94.64
2023-11-23,Eau de Parfum,99,120,0.2,96.0,9504.0,500.0,0,1,94.72
2023-11-23,Eau de Toilette,148,85,0.2,68.0,10064.0,1000.0,0,1,94.72
2023-11-23,Home Fragrance,174,45,0.2,36.0,6264.0,1000.0,0,1,94.72
2023-11-23,Skincare Bundle,213,150,0.2,120.0,25560.0,1000.0,0,1,94.72
2023-11-24,Eau de Parfum,159,120,0.2,96.0,15264.0,0.0,0,1,94.81
2023-11-24,Eau de Toilette,118,85,0.2,68.0,8024.0,500.0,0,1,94.81
2023-11-24,Home Fragrance,132,45,0.2,36.0,4752.0,0.0,0,1,94.81
2023-11-24,Skincare Bundle,89,150,0.2,120.0,10680.0,0.0,0,1,94.81
2023-11-25,Eau de Parfum,105,120,0.2,96.0,10080.0,0.0,1,1,94.89
2023-11-25,Eau de Toilette,167,85,0.2,68.0,11356.0,0.0,1,1,94.89
2023-11-25,Home Fragrance,292,45,0.2,36.0,10512.0,1000.0,1,1,94.89
2023-11-25,Skincare Bundle,159,150,0.2,120.0,19080.0,0.0,1,1,94.89
2023-11-26,Eau de Parfum,68,120,0.2,96.0,6528.0,0.0,1,1,94.98
2023-11-26,Eau de Toilette,143,85,0.2,68.0,9724.0,1000.0,1,1,94.98
2023-11-26,Home Fragrance,294,45,0.2,36.0,10584.0,2500.0,1,1,94.98
2023-11-26,Skincare Bundle,112,150,0.2,120.0,13440.0,0.0,1,1,94.98
2023-11-27,Eau de Parfum,177,120,0.2,96.0,16992.0,0.0,0,1,95.07
2023-11-27,Eau de Toilette,125,85,0.2,68.0,8500.0,0.0,0,1,95.07
2023-11-27,Home Fragrance,183,45,0.2,36.0,6588.0,0.0,0,1,95.07
2023-11-27,Skincare Bundle,183,150,0.2,120.0,21960.0,0.0,0,1,95.07
2023-11-28,Eau de Parfum,123,120,0.2,96.0,11808.0,500.0,0,1,95.15
2023-11-28,Eau de Toilette,84,85,0.2,68.0,5712.0,0.0,0,1,95.15
2023-11-28,Home Fragrance,178,45,0.2,36.0,6408.0,0.0,0,1,95.15
2023-11-28,Skincare Bundle,0,150,0.2,120.0,0.0,0.0,0,1,95.15
2023-11-29,Eau de Parfum,210,120,0.2,96.0,20160.0,0.0,0,1,95.24
2023-11-29,Eau de Toilette,102,85,0.2,68.0,6936.0,0.0,0,1,95.24
2023-11-29,Home Fragrance,172,45,0.2,36.0,6192.0,0.0,0,1,95.24
2023-11-29,Skincare Bundle,380,150,0.2,120.0,45600.0,2500.0,0,1,95.24
2023-11-30,Eau de Parfum,105,120,0.2,96.0,10080.0,500.0,0,1,95.33
2023-11-30,Eau de Toilette,147,85,0.2,68.0,9996.0,500.0,0,1,95.33
2023-11-30,Home Fragrance,143,45,0.2,36.0,5148.0,0.0,0,1,95.33
